xi_type,bin1,bin2,angbin,theta,xi_data,xi_err,xi_bpb,xi_lcdm
xim,3,4,8,103.2989831192456,3.482782676859017e-07,2.5262624796615066e-07,1.1300325503602034e-06,1.112487981194927e-06
xim,3,4,9,210.27106704526636,3.836808210023083e-07,1.680540683879892e-07,7.801059784084318e-07,8.006173193621591e-07
xim,3,5,1,0.7133649061081178,-4.917033336255436e-05,2.5686629778315738e-05,,
xim,3,5,2,1.452095610920429,1.5889819483281174e-05,1.283231033074072e-05,,
xim,3,5,3,2.955824775230528,1.3962006132787511e-05,6.468967733369336e-06,,
xim,3,5,4,6.016752640915019,1.2859246342842524e-05,3.2872412870768555e-06,1.2593991980847111e-06,1.046228087936946e-06
xim,3,5,5,12.247448713915892,5.830291569287642e-06,1.6773822637250887e-06,1.4932771392905854e-06,1.2676084322171357e-06
xim,3,5,6,24.930391683376275,4.516380502351386e-06,8.677515058418235e-07,1.7022779109198696e-06,1.5296104456372958e-06
xim,3,5,7,50.74725716388292,2.149024715494162e-06,4.6671320710469826e-07,1.7005741507722758e-06,1.5845078441076214e-06
xim,3,5,8,103.2989831192456,1.1313682836040824e-06,2.6881732084010195e-07,1.317158083928093e-06,1.2959840769491193e-06
xim,3,5,9,210.27106704526636,9.3854531146709e-07,1.8136330379773388e-07,8.971703242110084e-07,9.199291885752466e-07
xim,4,4,1,0.7133649061081178,-7.918129163986311e-06,3.744272428059754e-05,,
xim,4,4,2,1.452095610920429,3.624413147003421e-05,1.906245742983058e-05,,
xim,4,4,3,2.955824775230528,2.6751184980824304e-05,9.708919060316298e-06,,
xim,4,4,4,6.016752640915019,1.1031339989288218e-05,4.962448138650868e-06,1.7025353069400052e-06,1.390580765140747e-06
xim,4,4,5,12.247448713915892,7.774005728433873e-06,2.536674158062934e-06,1.955893494042525e-06,1.6616352738118284e-06
xim,4,4,6,24.930391683376275,3.843529314908101e-06,1.3121380297710637e-06,2.207178038788903e-06,1.9716209407670278e-06
xim,4,4,7,50.74725716388292,2.593766141280461e-06,7.066556128872375e-07,2.151339553086222e-06,1.9955519755130957e-06
xim,4,4,8,103.2989831192456,1.427654504372716e-06,4.068080462271737e-07,1.6027450301683124e-06,1.5762334730522537e-06
xim,4,4,9,210.27106704526636,6.537993549277496e-07,2.72072592705871e-07,1.0638089670580358e-06,1.0878412475076086e-06
xim,4,5,1,0.7133649061081178,5.088939616738374e-05,2.8164274766431223e-05,,
xim,4,5,2,1.452095610920429,-2.3294304642664298e-07,1.4172205571175104e-05,,
xim,4,5,3,2.955824775230528,1.665764680213555e-05,7.190100176501965e-06,,
xim,4,5,4,6.016752640915019,7.060169083028567e-06,3.6763210322584064e-06,2.3061164611986027e-06,1.8576000346202332e-06
xim,4,5,5,12.247448713915892,8.352089416287834e-06,1.8881662648973937e-06,2.591021449783804e-06,2.196703543000819e-06
xim,4,5,6,24.930391683376275,5.025386826316409e-06,9.83848291951679e-07,2.898542640142627e-06,2.573246020421976e-06
xim,4,5,7,50.74725716388292,3.2191394195942798e-06,5.373180850267127e-07,2.771253835924829e-06,2.557753418276606e-06
xim,4,5,8,103.2989831192456,1.930591107846071e-06,3.2116941732303704e-07,2.0003253507914e-06,1.964135694437851e-06
xim,4,5,9,210.27106704526636,1.2843173406254304e-06,2.3001604584910692e-07,1.2997597171100596e-06,1.3243650418786742e-06
xim,5,5,1,0.7133649061081178,-5.746336385535232e-05,4.028984695029918e-05,,
xim,5,5,2,1.452095610920429,3.393761217437652e-05,2.0347623974461185e-05,,
xim,5,5,3,2.955824775230528,9.96806814371946e-06,1.0351548665202851e-05,,
xim,5,5,4,6.016752640915019,1.7555553425127642e-05,5.3009844422912555e-06,3.6310544259022138e-06,2.8491078928898134e-06
xim,5,5,5,12.247448713915892,1.321490623754728e-05,2.720068343093074e-06,3.93578669254662e-06,3.3050362030485886e-06
xim,5,5,6,24.930391683376275,7.3251316980182146e-06,1.418812978602858e-06,4.321827106654793e-06,3.7815897284161184e-06
xim,5,5,7,50.74725716388292,5.043400592905554e-06,7.789808878188667e-07,3.986277902671666e-06,3.6378190414288753e-06
xim,5,5,8,103.2989831192456,3.272801275569836e-06,4.639156157087391e-07,2.7179993016655163e-06,2.6571643392833267e-06
xim,5,5,9,210.27106704526636,1.314920999838975e-06,3.2249250410915417e-07,1.7130617372267566e-06,1.729779073307406e-06
